2.8525, 2.8518, 2.8497, 2.8462, 2.8414, 2.8351, 2.8275, 2.8185, 2.8082, 2.7966, 2.7837, 2.7695, 2.754, 2.7373, 2.7194, 2.7004, 2.6802, 2.6589, 2.6365, 2.6131, 2.5887, 2.5634, 2.5371, 2.51, 2.482, 2.4533, 2.4238, 2.3936, 2.3628, 2.3313, 2.2994, 2.2668, 2.2339, 2.2005, 2.1667, 2.1326, 2.0982, 2.0635, 2.0287, 1.9937, 1.9586, 1.9234, 1.8882, 1.8531, 1.8179, 1.7829, 1.748, 1.7133, 1.6787, 1.6444, 1.6104, 1.5766, 1.5432, 1.5102, 1.4775, 1.4452, 1.4134, 1.382, 1.3511, 1.3207, 1.2908, 1.2614, 1.2326, 1.2043, 1.1766, 1.1495, 1.123, 1.0971, 1.0718, 1.0471, 1.0231, 0.99965, 0.97687, 0.95472, 0.93321, 0.91233, 0.89209, 0.87248, 0.85351, 0.83516, 0.81744, 0.80033, 0.78384, 0.76796, 0.75267, 0.73798, 0.72388, 0.71035, 0.69738, 0.68498, 0.67313, 0.66181, 0.65102, 0.64075, 0.63098, 0.62171, 0.61293, 0.60462, 0.59676, 0.58936, 0.5824, 0.57586, 0.56974, 0.56402, 0.55869, 0.55374, 0.54915, 0.54493, 0.54104, 0.53749, 0.53426, 0.53134, 0.52871, 0.52638, 0.52432, 0.52253, 0.52099, 0.51969, 0.51863, 0.5178, 0.51717, 0.51675, 0.51653, 0.51648, 0.51662, 0.51691, 0.51737, 0.51797, 0.51871, 0.51958, 0.52057, 0.52167, 0.52288, 0.52419, 0.52558, 0.52706, 0.52861, 0.53023, 0.53191, 0.53364, 0.53542, 0.53724, 0.53909, 0.54097, 0.54287, 0.54479, 0.54672, 0.54865, 0.55058, 0.5525, 0.55441, 0.55631, 0.55818, 0.56003, 0.56185, 0.56363, 0.56538, 0.56709, 0.56875, 0.57036, 0.57192, 0.57342, 0.57486, 0.57625, 0.57756, 0.57881, 0.58, 0.58111, 0.58214, 0.5831, 0.58398, 0.58479, 0.58551, 0.58615, 0.58671, 0.58718, 0.58757, 0.58788, 0.58809, 0.58822, 0.58827
3.9502, 3.949, 3.9452, 3.939, 3.9303, 3.9191, 3.9055, 3.8894, 3.871, 3.8503, 3.8273, 3.8021, 3.7747, 3.7452, 3.7136, 3.68, 3.6445, 3.6072, 3.5681, 3.5273, 3.4849, 3.441, 3.3956, 3.3489, 3.301, 3.2518, 3.2016, 3.1504, 3.0983, 3.0454, 2.9917, 2.9374, 2.8826, 2.8274, 2.7717, 2.7158, 2.6596, 2.6034, 2.5471, 2.4908, 2.4346, 2.3786, 2.3228, 2.2673, 2.2122, 2.1576, 2.1034, 2.0497, 1.9966, 1.9441, 1.8924, 1.8413, 1.7909, 1.7414, 1.6927, 1.6448, 1.5978, 1.5516, 1.5064, 1.4621, 1.4188, 1.3764, 1.335, 1.2946, 1.2551, 1.2166, 1.1791, 1.1426, 1.107, 1.0725, 1.0389, 1.0062, 0.97456, 0.94382, 0.91402, 0.88515, 0.85718, 0.8301, 0.8039, 0.77857, 0.75409, 0.73044, 0.7076, 0.68556, 0.66431, 0.64381, 0.62405, 0.60502, 0.5867, 0.56907, 0.5521, 0.53579, 0.5201, 0.50504, 0.49057, 0.47668, 0.46335, 0.45056, 0.4383, 0.42656, 0.4153, 0.40453, 0.39422, 0.38436, 0.37493, 0.36593, 0.35733, 0.34912, 0.3413, 0.33384, 0.32674, 0.31998, 0.31355, 0.30745, 0.30166, 0.29618, 0.29098, 0.28607, 0.28143, 0.27706, 0.27295, 0.26908, 0.26546, 0.26207, 0.25891, 0.25596, 0.25323, 0.25071, 0.24838, 0.24625, 0.2443, 0.24252, 0.24092, 0.23949, 0.23821, 0.23709, 0.23611, 0.23528, 0.23457, 0.23399, 0.23353, 0.23319, 0.23295, 0.23282, 0.23278, 0.23282, 0.23295, 0.23315, 0.23343, 0.23376, 0.23415, 0.2346, 0.23509, 0.23561, 0.23618, 0.23677, 0.23738, 0.23801, 0.23866, 0.23931, 0.23996, 0.24061, 0.24126, 0.2419, 0.24252, 0.24312, 0.2437, 0.24426, 0.24479, 0.24529, 0.24575, 0.24618, 0.24657, 0.24691, 0.24722, 0.24748, 0.24769, 0.24786, 0.24798, 0.24806, 0.24808
5.6111, 5.6085, 5.6006, 5.5874, 5.569, 5.5455, 5.5169, 5.4834, 5.4449, 5.4018, 5.354, 5.3017, 5.2452, 5.1845, 5.1199, 5.0515, 4.9796, 4.9043, 4.826, 4.7447, 4.6608, 4.5744, 4.4858, 4.3953, 4.303, 4.2091, 4.114, 4.0178, 3.9207, 3.823, 3.7249, 3.6266, 3.5282, 3.43, 3.3322, 3.2348, 3.1382, 3.0424, 2.9475, 2.8538, 2.7614, 2.6703, 2.5806, 2.4926, 2.4062, 2.3215, 2.2387, 2.1577, 2.0787, 2.0016, 1.9266, 1.8536, 1.7826, 1.7137, 1.6469, 1.5822, 1.5196, 1.4591, 1.4006, 1.3442, 1.2897, 1.2373, 1.1868, 1.1383, 1.0916, 1.0467, 1.0037, 0.96245, 0.92289, 0.88499, 0.84871, 0.81398, 0.78078, 0.74903, 0.71869, 0.68971, 0.66204, 0.63563, 0.61042, 0.58637, 0.56343, 0.54155, 0.52068, 0.50077, 0.48179, 0.46369, 0.44643, 0.42996, 0.41425, 0.39926, 0.38496, 0.3713, 0.35826, 0.34581, 0.33391, 0.32254, 0.31167, 0.30127, 0.29133, 0.28182, 0.27271, 0.26399, 0.25564, 0.24765, 0.23999, 0.23265, 0.22563, 0.2189, 0.21245, 0.20627, 0.20036, 0.1947, 0.18929, 0.18411, 0.17917, 0.17444, 0.16994, 0.16564, 0.16155, 0.15766, 0.15396, 0.15045, 0.14714, 0.144, 0.14105, 0.13827, 0.13566, 0.13322, 0.13095, 0.12884, 0.12689, 0.1251, 0.12345, 0.12196, 0.12062, 0.11942, 0.11835, 0.11742, 0.11663, 0.11596, 0.11542, 0.115, 0.11469, 0.11449, 0.1144, 0.11441, 0.11452, 0.11471, 0.115, 0.11536, 0.1158, 0.1163, 0.11687, 0.1175, 0.11817, 0.11889, 0.11965, 0.12044, 0.12125, 0.12208, 0.12292, 0.12377, 0.12462, 0.12546, 0.12629, 0.12709, 0.12788, 0.12864, 0.12936, 0.13004, 0.13068, 0.13127, 0.13181, 0.1323, 0.13273, 0.13309, 0.13339, 0.13363, 0.1338, 0.1339, 0.13394
8.4937, 8.487, 8.4671, 8.4341, 8.3881, 8.3294, 8.2583, 8.1751, 8.0802, 7.9742, 7.8576, 7.731, 7.5948, 7.4499, 7.2969, 7.1365, 6.9694, 6.7963, 6.6181, 6.4353, 6.2488, 6.0593, 5.8676, 5.6742, 5.48, 5.2855, 5.0914, 4.8982, 4.7066, 4.517, 4.33, 4.146, 3.9654, 3.7886, 3.6159, 3.4476, 3.2839, 3.1252, 2.9715, 2.823, 2.6798, 2.5421, 2.4098, 2.283, 2.1617, 2.0458, 1.9353, 1.8301, 1.7301, 1.6353, 1.5455, 1.4605, 1.3803, 1.3046, 1.2333, 1.1663, 1.1033, 1.0442, 0.98882, 0.93697, 0.88847, 0.84314, 0.80082, 0.76132, 0.72448, 0.69013, 0.65813, 0.6283, 0.6005, 0.5746, 0.55045, 0.52793, 0.50692, 0.4873, 0.46896, 0.4518, 0.43574, 0.42068, 0.40654, 0.39326, 0.38075, 0.36896, 0.35784, 0.34732, 0.33737, 0.32793, 0.31898, 0.31046, 0.30235, 0.29463, 0.28725, 0.2802, 0.27345, 0.26698, 0.26078, 0.25482, 0.24909, 0.24357, 0.23824, 0.2331, 0.22814, 0.22334, 0.21868, 0.21417, 0.20979, 0.20553, 0.20139, 0.19735, 0.19342, 0.18958, 0.18583, 0.18216, 0.17857, 0.17507, 0.17163, 0.16826, 0.16496, 0.16173, 0.15856, 0.15545, 0.1524, 0.14942, 0.14651, 0.14366, 0.14087, 0.13815, 0.13551, 0.13294, 0.13044, 0.12803, 0.1257, 0.12346, 0.12131, 0.11926, 0.11731, 0.11547, 0.11374, 0.11212, 0.11063, 0.10927, 0.10804, 0.10695, 0.106, 0.1052, 0.10455, 0.10405, 0.10372, 0.10354, 0.10352, 0.10367, 0.10397, 0.10443, 0.10505, 0.10582, 0.10673, 0.10778, 0.10896, 0.11025, 0.11165, 0.11314, 0.11471, 0.11635, 0.11803, 0.11975, 0.12148, 0.12322, 0.12494, 0.12662, 0.12826, 0.12983, 0.13132, 0.13272, 0.13401, 0.13518, 0.13621, 0.13711, 0.13785, 0.13844, 0.13886, 0.13912, 0.1392
13.425, 13.406, 13.351, 13.26, 13.133, 12.972, 12.778, 12.553, 12.299, 12.018, 11.711, 11.383, 11.034, 10.669, 10.289, 9.8972, 9.4965, 9.0895, 8.6787, 8.2666, 7.8555, 7.4477, 7.0451, 6.6497, 6.2631, 5.8869, 5.5223, 5.1704, 4.8323, 4.5086, 4.1999, 3.9067, 3.6292, 3.3675, 3.1215, 2.8913, 2.6763, 2.4764, 2.2911, 2.1198, 1.962, 1.8171, 1.6844, 1.5633, 1.4529, 1.3526, 1.2616, 1.1792, 1.1047, 1.0373, 0.97646, 0.92142, 0.8716, 0.82643, 0.7854, 0.74803, 0.7139, 0.68263, 0.6539, 0.62741, 0.60291, 0.58019, 0.55905, 0.53935, 0.52093, 0.50368, 0.48749, 0.47227, 0.45794, 0.44442, 0.43166, 0.41959, 0.40817, 0.39734, 0.38705, 0.37728, 0.36798, 0.35911, 0.35066, 0.34258, 0.33485, 0.32745, 0.32036, 0.31355, 0.307, 0.30071, 0.29465, 0.28881, 0.28318, 0.27774, 0.2725, 0.26743, 0.26253, 0.25779, 0.2532, 0.24877, 0.24447, 0.24032, 0.2363, 0.2324, 0.22863, 0.22499, 0.22146, 0.21805, 0.21476, 0.21157, 0.2085, 0.20553, 0.20266, 0.1999, 0.19723, 0.19465, 0.19217, 0.18977, 0.18745, 0.1852, 0.18302, 0.1809, 0.17883, 0.17681, 0.17483, 0.17287, 0.17093, 0.16901, 0.16709, 0.16517, 0.16324, 0.16129, 0.15931, 0.15731, 0.15528, 0.15321, 0.15111, 0.14897, 0.14681, 0.14462, 0.1424, 0.14018, 0.13796, 0.13575, 0.13357, 0.13143, 0.12937, 0.12738, 0.12551, 0.12377, 0.12218, 0.12078, 0.11959, 0.11864, 0.11795, 0.11755, 0.11747, 0.11772, 0.11833, 0.1193, 0.12066, 0.1224, 0.12451, 0.127, 0.12985, 0.13302, 0.13649, 0.14022, 0.14417, 0.14828, 0.15251, 0.1568, 0.16109, 0.16532, 0.16942, 0.17335, 0.17704, 0.18043, 0.18349, 0.18615, 0.18839, 0.19017, 0.19146, 0.19224, 0.19251
21.304, 21.25, 21.092, 20.83, 20.469, 20.015, 19.474, 18.856, 18.168, 17.42, 16.623, 15.788, 14.925, 14.044, 13.155, 12.268, 11.392, 10.534, 9.7008, 8.8994, 8.1345, 7.4099, 6.7288, 6.0933, 5.5047, 4.9633, 4.469, 4.0208, 3.6173, 3.2566, 2.9362, 2.6537, 2.406, 2.19, 2.0025, 1.8402, 1.6997, 1.578, 1.4721, 1.3794, 1.2978, 1.2252, 1.1602, 1.1016, 1.0483, 0.99955, 0.95481, 0.91358, 0.87548, 0.84019, 0.80742, 0.77692, 0.74847, 0.72187, 0.69692, 0.67345, 0.65132, 0.63039, 0.61054, 0.59167, 0.5737, 0.55655, 0.54017, 0.52452, 0.50955, 0.49522, 0.48151, 0.4684, 0.45586, 0.44386, 0.4324, 0.42144, 0.41096, 0.40096, 0.3914, 0.38226, 0.37353, 0.36519, 0.35721, 0.34957, 0.34226, 0.33526, 0.32855, 0.32211, 0.31594, 0.31, 0.30429, 0.2988, 0.2935, 0.2884, 0.28348, 0.27873, 0.27415, 0.26971, 0.26542, 0.26127, 0.25725, 0.25335, 0.24957, 0.24592, 0.24237, 0.23893, 0.2356, 0.23236, 0.22923, 0.2262, 0.22327, 0.22043, 0.21768, 0.21503, 0.21247, 0.21, 0.20761, 0.20532, 0.20312, 0.20101, 0.19898, 0.19705, 0.19521, 0.19347, 0.19182, 0.19027, 0.18883, 0.18749, 0.18626, 0.18514, 0.18413, 0.18322, 0.18241, 0.18168, 0.18104, 0.18045, 0.17992, 0.1794, 0.17889, 0.17836, 0.17778, 0.17713, 0.17638, 0.17552, 0.17451, 0.17334, 0.17201, 0.1705, 0.16882, 0.16698, 0.16499, 0.16289, 0.16072, 0.15852, 0.15635, 0.15428, 0.15238, 0.15072, 0.14939, 0.14848, 0.14807, 0.14826, 0.14912, 0.15075, 0.15322, 0.15659, 0.16088, 0.16613, 0.17231, 0.17937, 0.18722, 0.19576, 0.20483, 0.21425, 0.22384, 0.23339, 0.24267, 0.25149, 0.25962, 0.26688, 0.27308, 0.27807, 0.28173, 0.28396, 0.28471
32.894, 32.745, 32.302, 31.577, 30.59, 29.37, 27.947, 26.36, 24.647, 22.847, 21.001, 19.147, 17.318, 15.545, 13.853, 12.264, 10.793, 9.4494, 8.2397, 7.1652, 6.2234, 5.4089, 4.7137, 4.1278, 3.6397, 3.2366, 2.9055, 2.6336, 2.4091, 2.2219, 2.0636, 1.9279, 1.8103, 1.7072, 1.6164, 1.5359, 1.4641, 1.3996, 1.3412, 1.2877, 1.2381, 1.1915, 1.1474, 1.1053, 1.0648, 1.0259, 0.98826, 0.95199, 0.91707, 0.88349, 0.85126, 0.82038, 0.79083, 0.76259, 0.73562, 0.70987, 0.6853, 0.66186, 0.63949, 0.61815, 0.5978, 0.57839, 0.55988, 0.54225, 0.52545, 0.50947, 0.49426, 0.4798, 0.46605, 0.453, 0.4406, 0.42884, 0.41768, 0.40709, 0.39704, 0.38752, 0.37848, 0.3699, 0.36176, 0.35403, 0.34669, 0.3397, 0.33306, 0.32674, 0.32072, 0.31497, 0.30949, 0.30426, 0.29926, 0.29447, 0.28989, 0.2855, 0.28128, 0.27723, 0.27334, 0.2696, 0.26599, 0.26252, 0.25916, 0.25592, 0.25279, 0.24976, 0.24683, 0.244, 0.24125, 0.2386, 0.23603, 0.23355, 0.23115, 0.22883, 0.22659, 0.22444, 0.22236, 0.22036, 0.21844, 0.21659, 0.21481, 0.2131, 0.21146, 0.20989, 0.20839, 0.20696, 0.2056, 0.20432, 0.20312, 0.20199, 0.20096, 0.20002, 0.19917, 0.19843, 0.19781, 0.1973, 0.19694, 0.19672, 0.19668, 0.19681, 0.19715, 0.19769, 0.19844, 0.19939, 0.2005, 0.20174, 0.20305, 0.20438, 0.20563, 0.20672, 0.20758, 0.20811, 0.20824, 0.20792, 0.2071, 0.20579, 0.20399, 0.20177, 0.19921, 0.19644, 0.19363, 0.19096, 0.18865, 0.18692, 0.18603, 0.18621, 0.18771, 0.19074, 0.19551, 0.20218, 0.21084, 0.22149, 0.23404, 0.24826, 0.26385, 0.28036, 0.29732, 0.31415, 0.33029, 0.34514, 0.35817, 0.36887, 0.37683, 0.38173, 0.38339
52.601, 52.202, 51.025, 49.126, 46.592, 43.537, 40.09, 36.388, 32.568, 28.756, 25.063, 21.579, 18.373, 15.49, 12.957, 10.779, 8.9448, 7.4323, 6.2068, 5.228, 4.4533, 3.8425, 3.361, 2.9809, 2.6801, 2.4417, 2.2521, 2.1, 1.9761, 1.8728, 1.7841, 1.7055, 1.634, 1.5676, 1.5051, 1.4458, 1.3891, 1.3349, 1.2829, 1.2327, 1.1842, 1.1373, 1.0919, 1.048, 1.0055, 0.96464, 0.92539, 0.88783, 0.85201, 0.81796, 0.7857, 0.7552, 0.7264, 0.69926, 0.67369, 0.64959, 0.62689, 0.60547, 0.58525, 0.56614, 0.54805, 0.5309, 0.51463, 0.49916, 0.48445, 0.47043, 0.45708, 0.44434, 0.43218, 0.42058, 0.4095, 0.39892, 0.38882, 0.37918, 0.36997, 0.36117, 0.35276, 0.34473, 0.33705, 0.3297, 0.32268, 0.31596, 0.30952, 0.30336, 0.29746, 0.2918, 0.28637, 0.28117, 0.27618, 0.2714, 0.2668, 0.26239, 0.25815, 0.25408, 0.25016, 0.2464, 0.24277, 0.23929, 0.23594, 0.23271, 0.22961, 0.22662, 0.22375, 0.221, 0.21835, 0.21582, 0.21339, 0.21106, 0.20884, 0.20673, 0.20471, 0.20279, 0.20096, 0.19923, 0.19759, 0.19604, 0.19458, 0.1932, 0.19191, 0.1907, 0.18957, 0.18853, 0.18756, 0.18667, 0.18586, 0.1851, 0.18441, 0.18378, 0.18319, 0.18264, 0.18213, 0.18166, 0.18123, 0.18086, 0.18056, 0.18034, 0.18022, 0.18021, 0.18034, 0.18061, 0.18102, 0.18159, 0.18232, 0.18322, 0.18433, 0.18565, 0.18721, 0.18902, 0.19105, 0.19327, 0.19559, 0.19791, 0.20008, 0.20196, 0.2034, 0.20426, 0.20447, 0.20397, 0.20281, 0.20111, 0.19908, 0.19702, 0.1953, 0.19436, 0.19465, 0.19665, 0.20081, 0.20754, 0.21717, 0.22988, 0.24565, 0.26421, 0.28498, 0.30717, 0.32976, 0.35162, 0.37156, 0.38846, 0.40131, 0.40936, 0.41209
90.79, 89.682, 86.446, 81.327, 74.698, 67.014, 58.757, 50.391, 42.314, 34.837, 28.173, 22.437, 17.657, 13.793, 10.759, 8.4363, 6.6997, 5.4271, 4.5075, 3.8441, 3.3582, 2.9915, 2.705, 2.474, 2.2837, 2.1246, 1.9897, 1.8735, 1.7713, 1.6789, 1.5934, 1.5129, 1.4361, 1.3628, 1.2929, 1.2266, 1.1642, 1.1057, 1.0514, 1.001, 0.95445, 0.91136, 0.87144, 0.83435, 0.79974, 0.7673, 0.73675, 0.70788, 0.68051, 0.65452, 0.62983, 0.60637, 0.58409, 0.56294, 0.54287, 0.52382, 0.50574, 0.48856, 0.47222, 0.45668, 0.44189, 0.42779, 0.41437, 0.40157, 0.38939, 0.37777, 0.36671, 0.35617, 0.34612, 0.33654, 0.3274, 0.31867, 0.31034, 0.30238, 0.29478, 0.28751, 0.28056, 0.27392, 0.26756, 0.26148, 0.25567, 0.2501, 0.24478, 0.23968, 0.23481, 0.23014, 0.22567, 0.22138, 0.21727, 0.21333, 0.20956, 0.20593, 0.20244, 0.1991, 0.19588, 0.19279, 0.18982, 0.18696, 0.18422, 0.18158, 0.17905, 0.17662, 0.17428, 0.17204, 0.16989, 0.16783, 0.16585, 0.16395, 0.16213, 0.16039, 0.15872, 0.15713, 0.1556, 0.15415, 0.15278, 0.15147, 0.15024, 0.14908, 0.14798, 0.14696, 0.146, 0.14511, 0.14428, 0.14352, 0.14281, 0.14217, 0.14159, 0.14106, 0.14059, 0.14017, 0.1398, 0.13946, 0.13914, 0.13885, 0.13857, 0.13828, 0.138, 0.13772, 0.13744, 0.13718, 0.13694, 0.13676, 0.13666, 0.13667, 0.13682, 0.13714, 0.13764, 0.13831, 0.13914, 0.1401, 0.14115, 0.14228, 0.14348, 0.1448, 0.14628, 0.14799, 0.14996, 0.15219, 0.15458, 0.15701, 0.15929, 0.16122, 0.16265, 0.16351, 0.16389, 0.16406, 0.16443, 0.16558, 0.16814, 0.1728, 0.18025, 0.1911, 0.20568, 0.22384, 0.24483, 0.26732, 0.28956, 0.30959, 0.32552, 0.33578, 0.33932
159.55, 156.29, 146.92, 132.61, 115.02, 95.981, 77.178, 59.934, 45.091, 33.02, 23.707, 16.876, 12.102, 8.914, 6.8303, 5.4814, 4.5774, 3.9437, 3.4824, 3.1356, 2.8644, 2.6412, 2.4485, 2.2762, 2.1193, 1.9756, 1.8445, 1.7251, 1.6169, 1.5186, 1.4293, 1.3476, 1.2724, 1.2028, 1.1381, 1.0777, 1.0214, 0.96899, 0.92014, 0.87466, 0.83226, 0.79265, 0.75557, 0.7208, 0.68816, 0.65754, 0.62881, 0.60187, 0.57658, 0.55282, 0.53043, 0.50928, 0.48925, 0.47022, 0.45213, 0.43492, 0.41854, 0.40296, 0.38815, 0.37408, 0.36072, 0.34805, 0.33603, 0.32464, 0.31383, 0.30358, 0.29385, 0.28463, 0.27588, 0.26757, 0.25969, 0.25221, 0.24511, 0.23836, 0.23195, 0.22585, 0.22006, 0.21455, 0.2093, 0.20432, 0.19957, 0.19505, 0.19074, 0.18664, 0.18272, 0.17898, 0.17541, 0.17199, 0.16873, 0.1656, 0.16261, 0.15974, 0.157, 0.15437, 0.15185, 0.14943, 0.14712, 0.1449, 0.14278, 0.14074, 0.1388, 0.13693, 0.13514, 0.13343, 0.1318, 0.13024, 0.12874, 0.12732, 0.12596, 0.12466, 0.12343, 0.12225, 0.12113, 0.12006, 0.11904, 0.11808, 0.11716, 0.11629, 0.11546, 0.11468, 0.11393, 0.11322, 0.11256, 0.11192, 0.11132, 0.11075, 0.1102, 0.10968, 0.10918, 0.10869, 0.10823, 0.10779, 0.10737, 0.10697, 0.1066, 0.10626, 0.10594, 0.10565, 0.10537, 0.10512, 0.10488, 0.10468, 0.1045, 0.10436, 0.10426, 0.10421, 0.10421, 0.10424, 0.10433, 0.10446, 0.10465, 0.10493, 0.10533, 0.10588, 0.10661, 0.10751, 0.10859, 0.10981, 0.11117, 0.11268, 0.11438, 0.11633, 0.11856, 0.12108, 0.12375, 0.12636, 0.12862, 0.13032, 0.13145, 0.13233, 0.13361, 0.13618, 0.1411, 0.14942, 0.16188, 0.17833, 0.19747, 0.21693, 0.23379, 0.24524, 0.2493
